Feature,Coefficient,Abs_Coefficient
cat__Primary_production_company_Lions Gate Television,-0.15851956583182175,0.15851956583182175
cat__Primary_production_company_Teeth,-0.1582788255426021,0.1582788255426021
cat__Primary_production_company_Donners' Company,0.1569726572941313,0.1569726572941313
cat__Primary_production_company_DRO Entertainment,-0.1556339578328207,0.1556339578328207
cat__Primary_production_company_Hi-Rez Films,-0.15537485780147062,0.15537485780147062
cat__Primary_production_company_GraceWorks Pictures,-0.15511508396844662,0.15511508396844662
cat__Primary_production_company_McCreary Entertainment,-0.15492709946926642,0.15492709946926642
cat__Primary_production_company_Chromewood Productions,-0.15491226503607725,0.15491226503607725
cat__Primary_production_company_Rhino Films,-0.1547421262129014,0.1547421262129014
"cat__Primary_production_company_Samuel Goldwyn Company, The",0.15465690306150948,0.15465690306150948
cat__Primary_production_company_Mirabai Films,-0.15463439479597924,0.15463439479597924
cat__Primary_production_company_Pathé Renn Productions,-0.15451734390614205,0.15451734390614205
cat__Primary_production_company_Showbox Entertainment,-0.1541467706242436,0.1541467706242436
cat__Primary_production_company_Section Eight,0.1536142274912017,0.1536142274912017
cat__Primary_production_company_Hofflund/Polone,0.15356069062661976,0.15356069062661976
cat__Primary_production_company_The Caddo Company,-0.1534325016064324,0.1534325016064324
cat__Primary_production_company_Tremolo Productions,-0.15294961434617388,0.15294961434617388
cat__Primary_production_company_Golan-Globus Productions,-0.15292495599204758,0.15292495599204758
cat__Primary_production_company_Ghost Robot,-0.15277945287191144,0.15277945287191144
cat__Primary_production_company_X-Filme Creative Pool,-0.15272195217526033,0.15272195217526033
cat__Primary_production_company_Silver Sail Entertainment,-0.15262036052753603,0.15262036052753603
cat__Primary_genre_History,-0.1524393365240968,0.1524393365240968
cat__Primary_production_company_Tribeca Film,-0.15177812144869915,0.15177812144869915
cat__Primary_production_company_Darius Films,-0.1515190672783955,0.1515190672783955
cat__Primary_production_country_Bulgaria,0.15130132542171765,0.15130132542171765
cat__Primary_production_company_Final Cut Productions,-0.151148363800899,0.151148363800899
cat__Primary_production_company_Bearing Fruit Entertainment,-0.1509433101458509,0.1509433101458509
cat__Primary_production_company_StoneKap Productions Ltd.,-0.15083331441082612,0.15083331441082612
cat__Primary_production_company_Darlow Smithson Productions,-0.15033393086794453,0.15033393086794453
cat__Primary_genre_Crime,-0.15017789211954868,0.15017789211954868
cat__Primary_production_country_Turkey,-0.1501594265097943,0.1501594265097943
cat__Primary_production_company_Pana Film,-0.1501594265097943,0.1501594265097943
cat__Primary_production_company_Samuel Goldwyn Films,-0.15002510362314425,0.15002510362314425
cat__Primary_production_company_Vox3 Films,-0.1498428454110612,0.1498428454110612
cat__Primary_production_company_Chicago Overcoat Productions,-0.14922141110082385,0.14922141110082385
cat__Primary_production_company_Baleuko S.L.,-0.14890913752614648,0.14890913752614648
cat__Primary_production_company_Sunrise Productions,-0.1485668607431057,0.1485668607431057
cat__Primary_production_company_Comedy Central Films,-0.14848569637957432,0.14848569637957432
cat__Primary_production_company_Celador Films,-0.14824760478349372,0.14824760478349372
cat__Primary_production_company_One Race Productions,0.1481128750659849,0.1481128750659849
cat__Primary_production_company_Detour Film Production,-0.14803872410591568,0.14803872410591568
cat__Primary_production_company_Front Street Pictures,-0.14753384031023978,0.14753384031023978
cat__Primary_production_company_Norman Twain Productions,-0.1475189933421538,0.1475189933421538
cat__Primary_production_company_Filmfabriken Baltic Sea AB,-0.14742829434915558,0.14742829434915558
cat__Primary_production_company_NALA Films,-0.146720138336348,0.146720138336348
cat__Primary_production_company_Purple Pictures,-0.14664284529108468,0.14664284529108468
cat__Primary_production_company_Central Cinema Company Film,-0.14653692374188426,0.14653692374188426
cat__Primary_production_company_Fountainbridge Films,0.1461988803970472,0.1461988803970472
cat__Primary_production_company_Cohen Media Group,-0.14602650081627114,0.14602650081627114
"cat__Primary_production_company_Divine Inspiration, The Fabulous Boomtown Boys",-0.14544066546129159,0.14544066546129159
cat__Primary_production_company_Charles K. Feldman Group,-0.14469373095572302,0.14469373095572302
cat__Primary_production_company_Filmula,-0.14451077272351767,0.14451077272351767
cat__Primary_production_company_Acajou Films,-0.14440674969856807,0.14440674969856807
cat__Primary_production_company_Ice Cold Productions,-0.1442798750424686,0.1442798750424686
cat__Primary_production_company_Tax Credit Finance,-0.1441453739702754,0.1441453739702754
cat__Primary_production_company_Republic Pictures (I),-0.14404589179856728,0.14404589179856728
cat__Primary_production_company_Truth and Soul Pictures Inc,-0.14404332090914038,0.14404332090914038
cat__Primary_production_company_ANA Media,-0.1440099219570766,0.1440099219570766
cat__Primary_production_country_Greece,0.14352098308404707,0.14352098308404707
cat__Primary_production_company_Radar Pictures,-0.14315566083071637,0.14315566083071637
cat__Primary_production_company_Tiger Tail Entertainment,-0.14299130812460328,0.14299130812460328
cat__Primary_production_company_Karz Entertainment,-0.1428266797603615,0.1428266797603615
cat__Primary_production_company_Spring Films,-0.14247580757990363,0.14247580757990363
cat__Primary_production_company_Forensic Films,-0.14238265130650296,0.14238265130650296
cat__Primary_production_company_Icon Productions,0.1423637042879261,0.1423637042879261
cat__Primary_production_company_Virtual Studios,0.14218965308902493,0.14218965308902493
cat__Primary_production_company_September Dawn,-0.141976166233729,0.141976166233729
cat__Primary_production_company_A Loopy Production LLC,-0.14183203400818073,0.14183203400818073
cat__Primary_production_company_Gramercy Pictures,0.14140545831094087,0.14140545831094087
cat__Primary_production_company_Screen Australia,-0.1413354864537324,0.1413354864537324
cat__Primary_production_company_Steamroller Productions,-0.14123168909163433,0.14123168909163433
cat__Primary_production_company_Kentucky Fried Theatre,-0.14117578530692396,0.14117578530692396
cat__Primary_production_company_Alex Entertainment Inc.,-0.14091968674778252,0.14091968674778252
cat__Primary_production_company_Agi Orsi Productions,-0.14014735814926932,0.14014735814926932
cat__Primary_production_company_LeVision Pictures,-0.1400402328952724,0.1400402328952724
cat__Primary_production_company_Mandragora Movies,-0.1393837618927616,0.1393837618927616
cat__Primary_production_company_No Limit Films,-0.13914385378901187,0.13914385378901187
cat__Primary_production_company_SuperMassive Films,-0.13914385378901187,0.13914385378901187
cat__Primary_production_company_R&C Produzioni,-0.13843622259951974,0.13843622259951974
cat__Primary_production_company_Fortissimo Films,-0.1384284594105141,0.1384284594105141
cat__Primary_production_company_Filmko Pictures,0.13796583077748567,0.13796583077748567
cat__Primary_production_company_Handistom Investment,-0.13758262344305688,0.13758262344305688
cat__Primary_production_company_Artists Public Domain,-0.13743412002316815,0.13743412002316815
cat__Primary_production_company_Sundial Pictures,-0.13732928183341667,0.13732928183341667
cat__Primary_production_company_Illumination Pictures,-0.13731442970245036,0.13731442970245036
cat__Primary_production_company_Kramer & Sigman Films,0.1370216157717867,0.1370216157717867
cat__Primary_production_company_Dark Horse Entertainment,-0.13664063913012287,0.13664063913012287
cat__Primary_production_company_The Kennedy/Marshall Company,-0.13647642521115919,0.13647642521115919
cat__Primary_production_company_Futurikon,-0.136368765281162,0.136368765281162
cat__Primary_production_company_Eden Rock Media,-0.136115509312283,0.136115509312283
cat__Primary_production_company_Ixtlan,0.13580820779665137,0.13580820779665137
cat__Primary_production_company_Mantarraya Producciones,-0.1357014759299853,0.1357014759299853
cat__Primary_production_company_Kalkaska Productions,-0.13562937233577457,0.13562937233577457
cat__Primary_production_company_Little Big Film Company,-0.1355093931052474,0.1355093931052474
cat__Primary_production_company_Troublemaker Studios,0.134713782767401,0.134713782767401
cat__Primary_production_company_Starburns Industries,-0.13467381765416056,0.13467381765416056
cat__Primary_production_company_Kino Lorber,-0.1344789679600689,0.1344789679600689
cat__Primary_production_company_Marimark Productions,-0.13417109392812201,0.13417109392812201
cat__Primary_production_company_Plan B Entertainment,0.13414598642499526,0.13414598642499526
cat__Primary_production_company_Ada Films,-0.1340118942344814,0.1340118942344814
cat__Primary_production_company_Cherry On Top,-0.13376708104040055,0.13376708104040055
cat__Primary_production_company_Jungle Book Entertainment,-0.13357047257949234,0.13357047257949234
cat__Primary_production_company_Vixen Films,-0.13329118041206897,0.13329118041206897
cat__Primary_production_country_Cameroon,-0.13329118041206897,0.13329118041206897
cat__Primary_production_company_Iconoclast Films,-0.1332349693738791,0.1332349693738791
cat__Primary_production_company_Parallel Films,-0.1322389079668963,0.1322389079668963
cat__Primary_production_company_FOTP Productions,-0.13199239872733098,0.13199239872733098
"cat__Primary_production_company_Film Department, The",0.13139014106067348,0.13139014106067348
cat__Primary_production_company_Quickfire Films,-0.13128980979518107,0.13128980979518107
cat__Primary_production_country_Bolivia,-0.13128980979518107,0.13128980979518107
cat__Primary_production_company_Infra-Red Pictures,-0.13127809465508847,0.13127809465508847
cat__Primary_production_company_IFC Films,0.13085458267651429,0.13085458267651429
cat__Primary_production_company_Palladium Productions,-0.1307613551862023,0.1307613551862023
cat__Primary_production_company_Gold/Miller Productions,-0.1307079165119272,0.1307079165119272
cat__Primary_production_company_Trust the Man LLC,-0.13058988896606333,0.13058988896606333
cat__Primary_production_company_Stardust Pictures,-0.1302921649146802,0.1302921649146802
cat__Primary_production_company_Canadian Broadcasting Corporation (CBC),-0.13020093867296825,0.13020093867296825
cat__Primary_production_company_Studio Canal,0.12983832471252643,0.12983832471252643
cat__Primary_production_company_Caruso / Mendelsohn Productions,-0.12974049311223596,0.12974049311223596
cat__Primary_production_company_Submarine Entertainment Distributors,-0.12973429046497892,0.12973429046497892
cat__Primary_production_company_IFC Productions,-0.12943048317235312,0.12943048317235312
cat__Primary_production_company_Two Camels Films,-0.1290869478542067,0.1290869478542067
cat__Primary_production_company_3L Filmproduktion GmbH,-0.1289468233310528,0.1289468233310528
cat__Primary_production_company_Lord of the Wind,-0.12858493297544513,0.12858493297544513
cat__Primary_production_company_Fox Entertainment Group,-0.12796873350303156,0.12796873350303156
cat__Primary_production_company_The Picture Factory,-0.1274036458972972,0.1274036458972972
cat__Primary_production_company_Renn Productions,-0.12724093393609742,0.12724093393609742
cat__Primary_production_company_WingNut Films,0.12699552675381068,0.12699552675381068
cat__Primary_production_company_Bookshop Productions,0.1267322873162605,0.1267322873162605
cat__Primary_production_company_Conquest Productions,-0.12656696517485244,0.12656696517485244
cat__Primary_production_company_Grosvenor Park Films LLP,-0.12646595383186318,0.12646595383186318
cat__Primary_production_company_Instinctive Film,-0.12645641792586174,0.12645641792586174
cat__Primary_production_company_T.H.E. Films,-0.12631160314650886,0.12631160314650886
cat__Primary_production_company_Bollywood Hollywood Production,-0.12611651623490422,0.12611651623490422
cat__Primary_production_company_Main Street Movie Company,-0.12553196487396948,0.12553196487396948
cat__Primary_production_company_Movieworld Productions,-0.12450389759621608,0.12450389759621608
cat__Primary_production_company_Film Council,-0.12440538918647956,0.12440538918647956
cat__Primary_production_company_Garden Thieves Pictures,-0.12406513132179506,0.12406513132179506
cat__Primary_production_company_Stone Group Pictures,-0.12368585268582302,0.12368585268582302
cat__Primary_production_company_Scala Productions,-0.12355209189261904,0.12355209189261904
cat__Primary_production_company_Lost Rhino Films,-0.12348465839576732,0.12348465839576732
cat__Primary_production_company_Cine Canibal,-0.12321708007644695,0.12321708007644695
cat__Primary_production_company_Calder Road Film,-0.12294702316105745,0.12294702316105745
cat__Primary_production_company_FLF Films,-0.12246051648253482,0.12246051648253482
cat__Primary_production_company_Magidson Films,-0.12228634106745938,0.12228634106745938
cat__Primary_production_company_Red Om Films,0.12209151190575687,0.12209151190575687
cat__Primary_production_company_Global Emerging Markets (GEM),-0.12208023232416769,0.12208023232416769
cat__Primary_production_company_Canadian Film Development Corporation (CFDC),-0.12193304828375603,0.12193304828375603
cat__Primary_production_company_Kuzui Enterprises,-0.12117240436279782,0.12117240436279782
cat__Primary_production_company_Brave New Films,-0.1210410069461558,0.1210410069461558
"cat__Primary_production_company_Tyler Perry Company, The",-0.12064932995825695,0.12064932995825695
cat__Primary_production_company_ABC Pictures,-0.12055468013816127,0.12055468013816127
cat__Primary_production_company_Bystorm Films,-0.1205034180214591,0.1205034180214591
cat__Primary_production_company_Unstuck,-0.12044382798616945,0.12044382798616945
cat__Primary_production_company_GreeneStreet Films,-0.12031934049592996,0.12031934049592996
cat__Primary_production_company_Taewon Entertainment,-0.12020854726381361,0.12020854726381361
cat__Primary_production_company_DreamWorks Animation,0.1199976500065956,0.1199976500065956
cat__Primary_production_company_Asghar Farhadi Productions,-0.11970118003221532,0.11970118003221532
cat__Primary_production_country_Brazil,0.11917294789876262,0.11917294789876262
cat__Primary_production_company_Hazeldine Films,-0.11912271698720225,0.11912271698720225
cat__Primary_production_company_Onyx Films,-0.11902571962664539,0.11902571962664539
cat__Primary_production_company_Horizon Pictures (II),0.11870612037865186,0.11870612037865186
cat__Primary_production_company_Mirage Enterprises,-0.11863347020679389,0.11863347020679389
cat__Primary_production_company_Rollins-Joffe Productions,-0.1185589651803923,0.1185589651803923
cat__Primary_production_company_Ozla Productions,-0.11827440459746023,0.11827440459746023
cat__Primary_production_company_TF1 Films Production,0.11779583613235481,0.11779583613235481
cat__Primary_production_company_Libido Cine,-0.11738931467257396,0.11738931467257396
cat__Primary_production_company_Les Films du Carrosse,-0.11731645709767576,0.11731645709767576
cat__Primary_production_company_Red Envelope Entertainment,-0.11727804246934613,0.11727804246934613
cat__Primary_production_company_Johnson Production Group,-0.1168447760502363,0.1168447760502363
cat__Primary_production_company_ARTE,-0.1160546607639245,0.1160546607639245
cat__Primary_production_company_Brad Grey Pictures,-0.11537329367936902,0.11537329367936902
cat__Primary_production_company_Big Easy Pictures,-0.11513654382942029,0.11513654382942029
cat__Primary_production_company_Propaganda Films,0.11480649633015233,0.11480649633015233
cat__Primary_production_company_Vulcan Productions Inc.,-0.11476536534910693,0.11476536534910693
cat__Primary_production_company_Daiei Studios,-0.11461494442903106,0.11461494442903106
cat__Primary_production_country_Hong Kong,0.1139167567720049,0.1139167567720049
cat__Primary_production_company_Halestorm entertainment,-0.11329659302593734,0.11329659302593734
cat__Primary_production_company_UTV Motion Pictures,-0.11301593179636032,0.11301593179636032
cat__Primary_production_company_Sony Pictures Classics,-0.1129649884883809,0.1129649884883809
cat__Primary_production_company_Magna Global Entertainment,-0.11186315212931204,0.11186315212931204
cat__Primary_production_company_Automatik Entertainment,-0.11167805565756045,0.11167805565756045
cat__Primary_production_company_Barclays Mercantile Industrial Finance,0.11134926529195405,0.11134926529195405
cat__Primary_production_company_Pyramide Productions,-0.11125979831124837,0.11125979831124837
cat__Primary_production_company_Ruckus Films,-0.11114422185447424,0.11114422185447424
cat__Primary_production_company_Davis Films,-0.11102447194165488,0.11102447194165488
cat__Primary_production_company_Hartbreak Films,-0.11080639643218981,0.11080639643218981
cat__Primary_production_company_MTM Cineteve,-0.11071172120679683,0.11071172120679683
cat__Primary_production_company_Sudden Storm Productions,-0.11068521308290975,0.11068521308290975
cat__Primary_production_company_Studio 18,-0.11039383302050834,0.11039383302050834
cat__Primary_production_company_Belladonna Productions,-0.1103398803977046,0.1103398803977046
cat__Primary_production_company_Di Bonaventura Pictures,0.11016743960045355,0.11016743960045355
cat__Primary_production_company_Zephyr Films,-0.11010983889168122,0.11010983889168122
cat__Primary_production_company_Davis Entertainment,-0.11000458370703435,0.11000458370703435
cat__Primary_production_company_Les Films du Jeudi,-0.10939413556928373,0.10939413556928373
cat__Primary_production_company_Mpower Pictures,-0.10937641758640824,0.10937641758640824
cat__Primary_production_company_HDNet Films,-0.10888077687864516,0.10888077687864516
cat__Primary_production_company_Gateway Films,-0.10858677331562773,0.10858677331562773
cat__Primary_production_company_Minds Eye Entertainment,-0.10842235557414344,0.10842235557414344
cat__Primary_production_company_Proscenium Films,-0.10815897416930263,0.10815897416930263
cat__Primary_production_company_Kintop Pictures,-0.10795760631597813,0.10795760631597813
cat__Primary_production_company_EveryWhere Studios,-0.1078485208259853,0.1078485208259853
cat__Primary_production_company_Artisan Entertainment,-0.10783128893626978,0.10783128893626978
cat__Primary_production_company_Euforia Film,-0.10729207992562143,0.10729207992562143
cat__Primary_production_company_Roast Beef Productions,-0.10712089916536376,0.10712089916536376
cat__Primary_production_company_Octagon Films,-0.10706248639047267,0.10706248639047267
cat__Primary_production_company_Ealing Studios,-0.10690953698222608,0.10690953698222608
cat__Primary_production_company_Veracity Productions,-0.10668395139196916,0.10668395139196916
cat__Primary_production_company_Jack Dietz Productions,-0.10645475098497303,0.10645475098497303
cat__Primary_production_company_Seabourne Pictures,-0.10637836946262685,0.10637836946262685
cat__Primary_production_company_Merchant Films,-0.10557179652537027,0.10557179652537027
cat__Primary_production_company_Tag Entertainment,-0.10491608912909015,0.10491608912909015
cat__Primary_production_company_Good Story Productions,-0.10449681543860054,0.10449681543860054
cat__Primary_production_company_34th Street Films,-0.10428078829544953,0.10428078829544953
cat__Primary_production_company_Jewson Film,-0.10407973020780066,0.10407973020780066
cat__Primary_production_country_Cyprus,-0.10407973020780066,0.10407973020780066
cat__Primary_production_company_Falling Sky Entertainment,-0.10402266357371283,0.10402266357371283
cat__Primary_production_country_Bhutan,-0.10377146187628287,0.10377146187628287
cat__Primary_production_company_Prayer Flag Pictures,-0.10377146187628287,0.10377146187628287
cat__Primary_production_country_Hungary,-0.1035377067944041,0.1035377067944041
cat__Primary_production_company_Impact Pictures,0.10350646732013855,0.10350646732013855
cat__Primary_production_company_American Zoetrope,0.10333638095666901,0.10333638095666901
cat__Primary_production_company_Sony Pictures,0.10293386256155879,0.10293386256155879
cat__Primary_production_company_Sunrise Films,-0.10274698385668966,0.10274698385668966
cat__Primary_production_company_Blue Dot Productions,-0.10236580813072974,0.10236580813072974
cat__Primary_production_company_Allagash Films,-0.1016768605222365,0.1016768605222365
cat__Primary_production_company_Double Edge Films,-0.10150467842523667,0.10150467842523667
cat__Primary_production_company_Metro Productions,-0.10133674014510603,0.10133674014510603
cat__Primary_production_company_David LaChapelle Studios,-0.10113222522492575,0.10113222522492575
cat__Primary_production_company_Dean River Productions,-0.10108836642826403,0.10108836642826403
cat__Primary_production_company_Against the Wild Films,-0.10104544210396617,0.10104544210396617
cat__Primary_production_company_Mercy Creek Entretainment,-0.10093171839272735,0.10093171839272735
cat__Primary_production_company_JF Productions,-0.10080752810901733,0.10080752810901733
cat__Primary_production_company_Impact Productions LLC,-0.10060055959772315,0.10060055959772315
cat__Primary_production_company_Fly High Films,-0.09976530397832858,0.09976530397832858
cat__Primary_production_company_Fragmighty,-0.09955932514885639,0.09955932514885639
cat__Primary_production_company_Tricastle,-0.09955412647171451,0.09955412647171451
cat__Primary_production_company_Weed Road Pictures,0.09950756261627773,0.09950756261627773
cat__Primary_production_company_Grand Peaks Entertainment,-0.09921690777978058,0.09921690777978058
cat__Primary_production_company_Lightning Entertainment,-0.09896626379437576,0.09896626379437576
cat__Primary_production_company_Gala Film,-0.09876917546930697,0.09876917546930697
cat__Primary_production_company_NGN Productions,-0.09852366013606455,0.09852366013606455
cat__Primary_production_company_Antzworks,-0.09779348392229269,0.09779348392229269
cat__Primary_production_company_Visualizer Film Productions,-0.09768787411712385,0.09768787411712385
cat__Primary_production_company_Film Threat DVD,-0.09764325788749816,0.09764325788749816
cat__Primary_production_company_Phillybrook Films,-0.0971639590076539,0.0971639590076539
cat__Primary_production_company_Brightlight Pictures,-0.09699525757958555,0.09699525757958555
cat__Primary_production_company_Paragon Films Ltd.,-0.09696977239824832,0.09696977239824832
cat__Primary_production_company_Golden Mean,-0.09665785238325755,0.09665785238325755
cat__Primary_production_company_Eivissa Productions,-0.09656195919545078,0.09656195919545078
cat__Primary_production_company_Herold and Family,-0.09644637739306043,0.09644637739306043
cat__Primary_production_company_Young Medium,-0.09607618001358977,0.09607618001358977
cat__Primary_production_company_Bazmark Films,0.09585012352896687,0.09585012352896687
cat__Primary_production_company_Premiere Picture,-0.09580653453176219,0.09580653453176219
cat__Primary_production_company_Honey Creek Pictures,-0.09548216490153232,0.09548216490153232
cat__Primary_production_company_Gold Lion Films,-0.09533720873886144,0.09533720873886144
cat__Primary_production_company_Access Motion Picture Group,-0.09505070947776496,0.09505070947776496
cat__Primary_production_company_Icon Entertainment International,-0.09498891646007064,0.09498891646007064
cat__Primary_production_company_Steeltown Entertainment,-0.09475070376998483,0.09475070376998483
cat__Primary_production_company_Cunningham & Maybach Films,-0.09436962745966287,0.09436962745966287
cat__Primary_production_company_Fragile Films,-0.09419558934835237,0.09419558934835237
cat__Primary_genre_Romance,0.09391359999268846,0.09391359999268846
cat__Primary_production_company_Prophecy Pictures Ltd.,-0.09379269692939132,0.09379269692939132
cat__Primary_production_company_Respect Films,-0.09352093000961872,0.09352093000961872
cat__Primary_production_company_Caviar Films,-0.0932229166000935,0.0932229166000935
cat__Primary_production_company_Shanghai Film Group,0.09307299231445058,0.09307299231445058
cat__Primary_production_company_Infinitum Nihil,0.09301744411817024,0.09301744411817024
cat__Primary_production_company_The Harold Greenberg Fund,-0.09278966208811225,0.09278966208811225
cat__Primary_production_company_Alfama Films,-0.09237623636863745,0.09237623636863745
cat__Primary_production_company_Selznick International Pictures,-0.09217741232741282,0.09217741232741282
cat__Primary_production_company_Entertainment One Pvt. Ltd.,-0.09194469145467876,0.09194469145467876
cat__Primary_production_company_Kirghizfilm,-0.09177316492968225,0.09177316492968225
cat__Primary_production_country_Kyrgyz Republic,-0.09177316492968225,0.09177316492968225
cat__Primary_production_company_A Space Between,-0.09176881731677036,0.09176881731677036
cat__Primary_production_company_JVC Entertainment,0.09142045564336494,0.09142045564336494
cat__Primary_production_company_Cimarron Productions,-0.09138145499802271,0.09138145499802271
cat__Primary_production_company_Primate Pictures,-0.09106041015018158,0.09106041015018158
cat__Primary_production_company_Depth of Field,-0.09067006366687214,0.09067006366687214
cat__Primary_production_company_Rhône-Alpes Cinéma,-0.09066267960805202,0.09066267960805202
cat__Primary_production_company_Whitewater Films,-0.08977613942960387,0.08977613942960387
cat__Primary_production_company_DuArt Film and Video,-0.08922575651029896,0.08922575651029896
cat__Primary_production_company_Phase 4 Films,-0.08887050701669413,0.08887050701669413
cat__Primary_production_company_Steel Mill Pictures,-0.08857804893789997,0.08857804893789997
cat__Primary_production_company_Kemp Company,0.0885156869073853,0.0885156869073853
cat__Primary_production_company_Likely Story,-0.08754855593035497,0.08754855593035497
cat__Primary_production_company_The Jacobson Company,-0.08727779715993482,0.08727779715993482
cat__Primary_production_company_Drafthouse Films,-0.08712845318717673,0.08712845318717673
cat__Primary_production_company_icon,-0.08709654910896031,0.08709654910896031
cat__Primary_production_company_Snoot Entertainment,-0.08692330242505814,0.08692330242505814
cat__Primary_production_company_Island Pictures,-0.08691782919440127,0.08691782919440127
cat__Primary_production_company_Crossroads Films,-0.08674219061319065,0.08674219061319065
cat__Primary_production_company_Asylum Films,-0.08615271548487435,0.08615271548487435
cat__Primary_production_company_Blue Trail Entertainment,-0.08541984421485896,0.08541984421485896
cat__Primary_production_company_Decipher Entertainment,-0.08540603328489207,0.08540603328489207
cat__Primary_production_company_Rival Pictures,-0.08535225047968245,0.08535225047968245
cat__Primary_production_company_Laika Entertainment,0.08529825745695349,0.08529825745695349
cat__Primary_production_company_Lunar Films,-0.08465321925096403,0.08465321925096403
cat__Primary_production_company_Indiana Production Company,-0.08447704988489424,0.08447704988489424
cat__Primary_production_company_Robson Street,-0.08421046321536094,0.08421046321536094
cat__Primary_production_company_Enderby Entertainment,-0.0841360077101846,0.0841360077101846
cat__Primary_production_company_Indian Paintbrush,-0.08407643636886607,0.08407643636886607
cat__Primary_production_company_Limb from Limb Pictures,-0.0837644165112909,0.0837644165112909
cat__Primary_production_company_BlinkWorks Media,-0.08372490790425702,0.08372490790425702
cat__Primary_genre_Documentary,0.08354857174128621,0.08354857174128621
cat__Primary_production_company_Campbell Grobman Films,-0.08336154829102774,0.08336154829102774
cat__Primary_production_company_British Screen,-0.08323663996933896,0.08323663996933896
cat__Primary_production_company_Miramax Films,0.08307814814598553,0.08307814814598553
cat__Primary_production_country_Germany,-0.0824635498709369,0.0824635498709369
cat__Primary_production_company_40 Acres & A Mule Filmworks,-0.08201730935352985,0.08201730935352985
cat__Primary_production_company_The Asylum,-0.08162197622991789,0.08162197622991789
cat__Primary_production_company_Timnick Films,-0.08151815325617129,0.08151815325617129
cat__Primary_production_company_Camelot Productions,0.08134224082446664,0.08134224082446664
cat__Primary_production_company_De Line Pictures,0.08101013498165856,0.08101013498165856
cat__Primary_production_company_Werc Werk Works,-0.08091362506933124,0.08091362506933124
cat__Primary_production_company_Palpable Productions,-0.0803430001623492,0.0803430001623492
cat__Primary_production_company_Kibble Productions,-0.08007692120239475,0.08007692120239475
cat__Primary_production_company_Coram Deo Studios,-0.07979007041190828,0.07979007041190828
cat__Primary_production_company_Marmot-film,-0.07961626888368192,0.07961626888368192
cat__Primary_production_company_Beacon Communications,0.07918694567854234,0.07918694567854234
cat__Primary_production_company_The New Zealand Film Commission,-0.07885529478061676,0.07885529478061676
cat__Primary_production_company_Parallel Pictures,-0.07876678996908776,0.07876678996908776
cat__Primary_production_company_Taodue Film,-0.0786703943020075,0.0786703943020075
cat__Primary_production_company_Global Creative Studios,-0.07833715237363464,0.07833715237363464
cat__Primary_production_company_Telepool,-0.07814711185305685,0.07814711185305685
cat__Primary_production_country_Lebanon,-0.07787911456064235,0.07787911456064235
cat__Primary_production_company_Unified Pictures,-0.07783830844818111,0.07783830844818111
cat__Primary_production_company_Byronic Pose Productions,-0.07783799927746624,0.07783799927746624
cat__Primary_production_country_India,0.0776547730906166,0.0776547730906166
cat__Primary_production_company_Dalia Films,-0.07720209827512187,0.07720209827512187
cat__Primary_production_company_Région Provence Côte d'Azur,-0.07711939330205445,0.07711939330205445
cat__Primary_production_company_Brookstreet Pictures,-0.0769191311223672,0.0769191311223672
cat__Primary_production_company_Orsay Films,-0.07667648038382456,0.07667648038382456
cat__Primary_production_country_New Zealand,-0.07647248245691415,0.07647248245691415
cat__Primary_production_company_Gullane Entretenimento S.A.,-0.07638714821239802,0.07638714821239802
cat__Primary_production_company_Arrowstorm Entertainment,-0.07638509556027508,0.07638509556027508
cat__Primary_production_company_Hemisphere Pictures,-0.07593268322506917,0.07593268322506917
cat__Primary_production_company_Kasdan Pictures,-0.07490527952608893,0.07490527952608893
cat__Primary_production_company_Darclight,-0.07471956001404745,0.07471956001404745
cat__Primary_production_company_Fulvia Film,-0.0746110681175404,0.0746110681175404
cat__Primary_production_company_Duplass Brothers Productions,-0.07451342283840365,0.07451342283840365
cat__Primary_production_company_Tre Vänner Produktion AB,-0.07430677078111621,0.07430677078111621
cat__Primary_production_company_AdScott Pictures,-0.07414661223876572,0.07414661223876572
cat__Primary_production_company_New Artists Alliance,-0.07280777681147317,0.07280777681147317
cat__Primary_production_company_ArieScope Pictures,-0.07190847483999134,0.07190847483999134
cat__Primary_production_company_Baker's Dozen Productions,-0.07157002973566551,0.07157002973566551
cat__Primary_production_company_Furst Films,-0.07149657739490471,0.07149657739490471
cat__Primary_production_company_Rockaway the Movie,-0.07106772533441338,0.07106772533441338
cat__Primary_production_country_Bosnia and Herzegovina,-0.07103633048445795,0.07103633048445795
cat__Primary_production_company_Gotham Group,0.07102424393185489,0.07102424393185489
cat__Primary_production_country_Malta,0.07077568532518197,0.07077568532518197
cat__Primary_production_company_Guerilla High Productions,-0.07066332362334005,0.07066332362334005
cat__Primary_production_company_Skyline Films,-0.07014614828583803,0.07014614828583803
cat__Primary_production_company_MovieRoom Productions,-0.06916247954073383,0.06916247954073383
cat__Primary_production_country_Poland,-0.06916247954073383,0.06916247954073383
cat__Primary_production_company_Motion Investment Group,-0.06900322166544894,0.06900322166544894
cat__Primary_production_company_Nimbus Film Productions,-0.06894409592688065,0.06894409592688065
cat__Primary_production_company_FlipZide Pictures,-0.06894099145999866,0.06894099145999866
cat__Primary_production_company_Sun Entertainment Culture,-0.06812720161172343,0.06812720161172343
cat__Primary_production_company_N3D Land Productions,-0.06807672897379342,0.06807672897379342
